"state","date","cases","deaths","cases_weekly_change","new_cases","deaths_weekly_change","new_deaths"
"New Mexico","2021-05-19","201489","4124","0.0062776804","1257.0","0.0026744604","11.0"
"New York","2021-05-19","2087900","52505","0.0058499575","12143.0","0.004092455","214.0"
"North Carolina","2021-05-19","994187","12962","0.007134676","7043.0","0.008402109","108.0"
"North Dakota","2021-05-19","109392","1536","0.0055059195","599.0","0.0026109219","4.0"
"Northern Mariana Islands","2021-05-19","174","2","0.02352941","4.0","0.0","0.0"
"Ohio","2021-05-19","1093534","19628","0.0058426857","6352.0","0.009618878","187.0"
"Oklahoma","2021-05-19","451473","6918","0.002064228","930.0","0.005815625","40.0"
"Oregon","2021-05-19","196845","2627","0.019848347","3831.0","0.023373604","60.0"
"Pennsylvania","2021-05-19","1194659","26981","0.009218216","10912.0","0.009956956","266.0"
"Puerto Rico","2021-05-19","170701","2452","0.0077751875","1317.0","0.023799539","57.0"
"Rhode Island","2021-05-19","150737","2703","0.0032279491","485.0","0.0025964975","7.0"
"South Carolina","2021-05-19","589488","9667","0.0066375732","3887.0","0.0066646338","64.0"
"South Dakota","2021-05-19","123822","1994","0.002461195","304.0","0.0030181408","6.0"
"Tennessee","2021-05-19","844579","12254","0.004447937","3740.0","0.0046732426","57.0"
"Texas","2021-05-19","2931630","51238","0.004750848","13862.0","0.005593419","285.0"
"Utah","2021-05-19","403488","2275","0.005407214","2170.0","0.0115606785","26.0"
"Vermont","2021-05-19","23988","255","0.014248848","337.0","0.0119047165","3.0"
"Virgin Islands","2021-05-19","3288","27","0.009827971","32.0","0.0","0.0"
"Virginia","2021-05-19","671325","11048","0.0047564507","3178.0","0.010426164","114.0"
"Washington","2021-05-19","426949","5720","0.016600966","6972.0","0.010957956","62.0"
"West Virginia","2021-05-19","159149","2767","0.012301683","1934.0","0.006914139","19.0"
"Wisconsin","2021-05-19","671089","7732","0.0048499107","3239.0","0.0058540106","45.0"
"Wyoming","2021-05-19","59376","713","0.008201361","483.0","0.0014045238","1.0"
"Alabama","2021-05-20","541230","11077","0.015640974","8335.0","0.0069084167","76.0"
"Alaska","2021-05-20","69263","352","0.0069491863","478.0","0.047619104","16.0"
"Arizona","2021-05-20","875195","17509","0.0046225786","4027.0","0.0040715933","71.0"
"Arkansas","2021-05-20","339662","5808","0.004218936","1427.0","0.0043230057","25.0"
"California","2021-05-20","3774570","62811","0.002449751","9224.0","0.0038036108","238.0"
"Colorado","2021-05-20","537563","6615","0.011565328","6146.0","0.0086916685","57.0"
"Connecticut","2021-05-20","346154","8208","0.00447464","1542.0","0.0048971176","40.0"
"Delaware","2021-05-20","108031","1652","0.013614178","1451.0","0.0024272203","4.0"
"District of Columbia","2021-05-20","48662","1125","0.0053300858","258.0","0.008968592","10.0"
"Florida","2021-05-20","2302481","36346","0.008707643","19876.0","0.01163435","418.0"
"Georgia","2021-05-20","1093751","19943","0.0045001507","4900.0","0.006510496","129.0"
"Guam","2021-05-20","9093","140","0.0067538023","61.0","0.0","0.0"
"Hawaii","2021-05-20","34474","489","0.018885732","639.0","0.0061728954","3.0"
"Idaho","2021-05-20","190972","2082","0.0060954094","1157.0","0.0077444315","16.0"
"Illinois","2021-05-20","1375837","24913","0.007471204","10203.0","0.009809136","242.0"
"Indiana","2021-05-20","741506","13525","0.007450819","5484.0","0.005576253","75.0"
"Iowa","2021-05-20","370195","6025","0.0037199259","1372.0","0.004501462","27.0"
"Kansas","2021-05-20","314668","5089","0.0039658546","1243.0","0.0035495758","18.0"
"Kentucky","2021-05-20","457013","6858","0.0065745115","2985.0","0.018262863","123.0"
"Louisiana","2021-05-20","467475","10517","0.0065954924","3063.0","0.0045849085","48.0"
"Maine","2021-05-20","66534","816","0.02292335","1491.0","0.022556424","18.0"
"Maryland","2021-05-20","457275","8959","0.0051392317","2338.0","0.0070818663","63.0"
"Massachusetts","2021-05-20","703897","17802","0.005699277","3989.0","0.0045142174","80.0"
"Michigan","2021-05-20","982065","19998","0.011554837","11218.0","0.018591166","365.0"
"Minnesota","2021-05-20","597145","7426","0.009478688","5607.0","0.0080087185","59.0"
"Mississippi","2021-05-20","316167","7278","0.005271673","1658.0","0.004277587","31.0"
"Missouri","2021-05-20","610827","9557","0.004920721","2991.0","0.019195914","180.0"
"Montana","2021-05-20","111128","1604","0.0054012537","597.0","0.0043832064","7.0"
"Nebraska","2021-05-20","222780","2368","0.0023982525","533.0","-0.007959783","-19.0"
"Nevada","2021-05-20","322018","5550","0.005834818","1868.0","0.0048886538","27.0"
"New Hampshire","2021-05-20","98091","1341","0.008088112","787.0","0.011312246","15.0"
"New Jersey","2021-05-20","1012757","26041","0.0032055378","3236.0","0.005249977","136.0"
"New Mexico","2021-05-20","201695","4128","0.006301403","1263.0","0.0034030676","14.0"
"New York","2021-05-20","2089547","52531","0.005575657","11586.0","0.0038026571","199.0"
"North Carolina","2021-05-20","995303","12974","0.006885171","6806.0","0.0076110363","98.0"
"North Dakota","2021-05-20","109470","1537","0.005169511","563.0","0.002609253","4.0"
"Northern Mariana Islands","2021-05-20","176","2","0.035294175","6.0","0.0","0.0"
"Ohio","2021-05-20","1094742","19628","0.0058795214","6399.0","0.009618878","187.0"
"Oklahoma","2021-05-20","451645","6918","0.0021055937","949.0","0.005815625","40.0"
"Oregon","2021-05-20","197356","2632","0.018706203","3624.0","0.020946503","54.0"
"Pennsylvania","2021-05-20","1196398","27019","0.008503675","10088.0","0.010018349","268.0"
"Puerto Rico","2021-05-20","170762","2461","0.0075286627","1276.0","0.020315051","49.0"
"Rhode Island","2021-05-20","150948","2703","0.004772663","717.0","0.0018532276","5.0"
"South Carolina","2021-05-20","589846","9669","0.006636977","3889.0","0.005198002","50.0"
"South Dakota","2021-05-20","123877","2001","0.0022492409","278.0","0.006033182","12.0"
"Tennessee","2021-05-20","845134","12264","0.004085779","3439.0","0.0047518015","58.0"
"Texas","2021-05-20","2933314","51283","0.0045582056","13310.0","0.005489826","280.0"
"Utah","2021-05-20","403754","2279","0.005023241","2018.0","0.010643005","24.0"
"Vermont","2021-05-20","24026","255","0.012729764","302.0","0.0119047165","3.0"
"Virgin Islands","2021-05-20","3308","27","0.014412761","47.0","0.0","0.0"
"Virginia","2021-05-20","671916","11068","0.004770279","3190.0","0.0097619295","107.0"
"Washington","2021-05-20","427913","5735","0.015747309","6634.0","0.011642218","66.0"
"West Virginia","2021-05-20","159450","2769","0.011571646","1824.0","0.0065430403","18.0"
"Wisconsin","2021-05-20","671658","7734","0.004842758","3237.0","0.0036334991","28.0"
"Wyoming","2021-05-20","59590","713","0.010068536","594.0","0.0014045238","1.0"
"Alabama","2021-05-21","541673","11080","0.0071772337","3860.0","0.0050798655","56.0"
"Alaska","2021-05-21","69329","352","0.00627017","432.0","0.047619104","16.0"
"Arizona","2021-05-21","875766","17531","0.004293442","3744.0","0.004814625","84.0"
"Arkansas","2021-05-21","339863","5811","0.0040711164","1378.0","0.0036269426","21.0"
"California","2021-05-21","3775904","62857","0.0023794174","8963.0","0.0036885738","231.0"
"Colorado","2021-05-21","539123","6639","0.0116359","6201.0","0.010963917","72.0"
"Connecticut","2021-05-21","346325","8212","0.0039075613","1348.0","0.0047718287","39.0"
"Delaware","2021-05-21","108166","1654","0.013597012","1451.0","0.0018171072","3.0"
"District of Columbia","2021-05-21","48689","1125","0.005472541","265.0","0.008064508","9.0"
"Florida","2021-05-21","2304852","36440","0.00816071","18657.0","0.012250304","441.0"
"Georgia","2021-05-21","1094445","19987","0.004320264","4708.0","0.0075616837","150.0"
"Guam","2021-05-21","9100","140","0.00574708","52.0","0.0","0.0"
"Hawaii","2021-05-21","34521","491","0.016339898","555.0","0.00821352","4.0"
"Idaho","2021-05-21","191139","2082","0.006090045","1157.0","0.005311489","11.0"
"Illinois","2021-05-21","1377403","24935","0.007292509","9972.0","0.008493423","210.0"
"Indiana","2021-05-21","742295","13547","0.0072938204","5375.0","0.0060151815","81.0"
"Iowa","2021-05-21","370363","6035","0.0035442114","1308.0","0.0060009956","36.0"
"Kansas","2021-05-21","315045","5092","0.0040442944","1269.0","0.0025595427","13.0"
"Kentucky","2021-05-21","457466","6861","0.006474972","2943.0","0.017348766","117.0"
"Louisiana","2021-05-21","467815","10522","0.006415248","2982.0","0.0041992664","44.0"
"Maine","2021-05-21","66704","818","0.020750403","1356.0","0.02377975","19.0"
"Maryland","2021-05-21","457718","8973","0.0049818754","2269.0","0.0072968006","65.0"
"Massachusetts","2021-05-21","704345","17813","0.0057229996","4008.0","0.004001856","71.0"
"Michigan","2021-05-21","983262","20036","0.010603905","10317.0","0.018866062","371.0"
"Minnesota","2021-05-21","597824","7447","0.008401871","4981.0","0.0096257925","71.0"
"Mississippi","2021-05-21","316272","7279","0.004963279","1562.0","0.0034463406","25.0"
"Missouri","2021-05-21","611490","9571","0.005159855","3139.0","0.019492984","183.0"
"Montana","2021-05-21","111265","1604","0.0054490566","603.0","0.003754735","6.0"
"Nebraska","2021-05-21","222884","2377","0.0024693012","549.0","-4.2051077E-4","-1.0"
"Nevada","2021-05-21","322352","5552","0.005656123","1813.0","0.0039782524","22.0"
"New Hampshire","2021-05-21","98168","1341","0.0075746775","738.0","0.009029388","12.0"
"New Jersey","2021-05-21","1013409","26059","0.003530264","3565.0","0.0049362183","128.0"
"New Mexico","2021-05-21","201868","4133","0.0060702562","1218.0","0.0043742657","18.0"
"New York","2021-05-21","2091142","52555","0.0053567886","11142.0","0.0036091805","189.0"
"North Carolina","2021-05-21","996385","12982","0.00658679","6520.0","0.007528186","97.0"
"North Dakota","2021-05-21","109539","1537","0.004917264","536.0","0.0019556284","3.0"
"Northern Mariana Islands","2021-05-21","176","2","0.035294175","6.0","0.0","0.0"
"Ohio","2021-05-21","1095746","19709","0.005864978","6389.0","0.009268761","181.0"
"Oklahoma","2021-05-21","451830","6918","0.002180338","983.0","0.005815625","40.0"
"Oregon","2021-05-21","197851","2637","0.017009139","3309.0","0.015011549","39.0"
"Pennsylvania","2021-05-21","1198106","27043","0.008546591","10153.0","0.009820819","263.0"
"Puerto Rico","2021-05-21","170957","2466","0.006730914","1143.0","0.01858735","45.0"
"Rhode Island","2021-05-21","151258","2704","0.005805135","873.0","0.001481533","4.0"
"South Carolina","2021-05-21","590314","9672","0.006357193","3729.0","0.0046743155","45.0"
"South Dakota","2021-05-21","123911","2001","0.0021594763","267.0","0.005022645","10.0"
"Tennessee","2021-05-21","845633","12280","0.0039975643","3367.0","0.0054860115","67.0"
"Texas","2021-05-21","2934857","51326","0.0042495728","12419.0","0.0050520897","258.0"
"Utah","2021-05-21","404054","2289","0.0049294233","1982.0","0.014627695","33.0"
"Vermont","2021-05-21","24065","255","0.01147449","273.0","0.0119047165","3.0"
"Virgin Islands","2021-05-21","3308","27","0.012549758","41.0","0.0","0.0"
"Virginia","2021-05-21","672312","11074","0.0046218634","3093.0","0.00755167","83.0"
"Washington","2021-05-21","429514","5747","0.013671756","5793.0","0.014833093","84.0"
"West Virginia","2021-05-21","159735","2772","0.011473894","1812.0","0.0058054924","16.0"
"Wisconsin","2021-05-21","672122","7745","0.0046396255","3104.0","0.0049306154","38.0"
"Wyoming","2021-05-21","59660","713","0.00983429","581.0","0.0014045238","1.0"
"Alabama","2021-05-22","541928","11112","0.0038882494","2099.0","0.006704092","74.0"
"Alaska","2021-05-22","69329","352","0.00627017","432.0","0.047619104","16.0"
"Arizona","2021-05-22","876411","17547","0.004487157","3915.0","0.005040407","88.0"
"Arkansas","2021-05-22","340040","5816","0.0039948225","1353.0","0.0039702654","23.0"
"California","2021-05-22","3776679","62903","0.0022363663","8427.0","0.0040863752","256.0"
"Colorado","2021-05-22","539898","6646","0.011046886","5899.0","0.009570122","63.0"
"Connecticut","2021-05-22","346325","8212","0.0039075613","1348.0","0.0047718287","39.0"
"Delaware","2021-05-22","108280","1659","0.013165116","1407.0","0.0048455","8.0"
"District of Columbia","2021-05-22","48727","1125","0.0040593147","197.0","0.0062612295","7.0"
"Florida","2021-05-22","2308258","36462","0.008186936","18744.0","0.011288285","407.0"
"Georgia","2021-05-22","1095026","20010","0.00417161","4549.0","0.0076036453","151.0"
"Guam","2021-05-22","9101","140","0.0046362877","42.0","0.0","0.0"
"Hawaii","2021-05-22","34610","491","0.016028643","546.0","0.006147504","3.0"
"Idaho","2021-05-22","191139","2082","0.006090045","1157.0","0.005311489","11.0"
"Illinois","2021-05-22","1378492","24976","0.0070254803","9617.0","0.008316517","206.0"
"Indiana","2021-05-22","742961","13553","0.0066349506","4897.0","0.006087184","82.0"
"Iowa","2021-05-22","370517","6035","0.0034856796","1287.0","0.005665779","34.0"
"Kansas","2021-05-22","315046","5092","0.004047513","1270.0","0.0025595427","13.0"
"Kentucky","2021-05-22","457756","6866","0.006189823","2816.0","0.0065972805","45.0"
"Louisiana","2021-05-22","467815","10522","0.006415248","2982.0","0.0041992664","44.0"
"Maine","2021-05-22","66863","819","0.02045083","1340.0","0.022471905","18.0"
"Maryland","2021-05-22","458239","8990","0.005291462","2412.0","0.0072829723","65.0"
"Massachusetts","2021-05-22","704796","17818","0.00471282","3306.0","0.0040006638","71.0"
"Michigan","2021-05-22","984470","20125","0.010297179","10034.0","0.017699122","350.0"
"Minnesota","2021-05-22","598420","7456","0.007924676","4705.0","0.010434985","77.0"
"Mississippi","2021-05-22","316272","7279","0.004963279","1562.0","0.0034463406","25.0"
"Missouri","2021-05-22","611807","9572","0.0050729513","3088.0","0.019165277","180.0"
"Montana","2021-05-22","111267","1603","0.004777074","529.0","0.0031288862","5.0"
"Nebraska","2021-05-22","222884","2377","0.0024693012","549.0","-4.2051077E-4","-1.0"
"Nevada","2021-05-22","322352","5552","0.005656123","1813.0","0.0039782524","22.0"
"New Hampshire","2021-05-22","98244","1344","0.0069800615","681.0","0.0097670555","13.0"
"New Jersey","2021-05-22","1013787","26072","0.0032627583","3297.0","0.00462389","120.0"
"New Mexico","2021-05-22","201868","4133","0.0060702562","1218.0","0.0043742657","18.0"
"New York","2021-05-22","2092455","52572","0.0051369667","10694.0","0.0037230253","195.0"
"North Carolina","2021-05-22","996511","12984","0.006460905","6397.0","0.0076833963","99.0"
"North Dakota","2021-05-22","109607","1537","0.004766822","520.0","0.0019556284","3.0"
"Northern Mariana Islands","2021-05-22","181","2","0.052325606","9.0","0.0","0.0"
"Ohio","2021-05-22","1096617","19709","0.005815983","6341.0","0.009268761","181.0"
"Oklahoma","2021-05-22","451830","6918","0.002180338","983.0","0.005815625","40.0"
"Oregon","2021-05-22","198356","2642","0.016277313","3177.0","0.016153812","42.0"
"Pennsylvania","2021-05-22","1198106","27079","0.0070741177","8416.0","0.010297298","276.0"
"Puerto Rico","2021-05-22","171225","2471","0.0069630146","1184.0","0.0164541","40.0"
"Rhode Island","2021-05-22","151258","2704","0.005805135","873.0","0.001481533","4.0"
"South Carolina","2021-05-22","590645","9674","0.0043103695","2535.0","0.0037351847","36.0"
"South Dakota","2021-05-22","123911","2001","0.0021594763","267.0","0.005022645","10.0"
"Tennessee","2021-05-22","845633","12280","0.0039224625","3304.0","0.0054860115","67.0"
"Texas","2021-05-22","2935806","51366","0.004201412","12283.0","0.0051071644","261.0"
"Utah","2021-05-22","404316","2290","0.0047813654","1924.0","0.014171839","32.0"
"Vermont","2021-05-22","24084","255","0.009938359","237.0","0.0119047165","3.0"
"Virgin Islands","2021-05-22","3308","27","0.012549758","41.0","0.0","0.0"
"Virginia","2021-05-22","672793","11097","0.0042915344","2875.0","0.008085012","89.0"
"Washington","2021-05-22","429514","5747","0.011813879","5015.0","0.014833093","84.0"
"West Virginia","2021-05-22","159735","2772","0.009511471","1505.0","0.005440712","15.0"
"Wisconsin","2021-05-22","672476","7748","0.004241109","2840.0","0.0046679974","36.0"
"Wyoming","2021-05-22","59660","713","0.00983429","581.0","0.0014045238","1.0"
"Alabama","2021-05-23","542124","11112","0.0037790537","2041.0","0.006704092","74.0"
"Alaska","2021-05-23","69329","352","0.00627017","432.0","0.047619104","16.0"
"Arizona","2021-05-23","876732","17555","0.0043002367","3754.0","0.005095601","89.0"
"Arkansas","2021-05-23","340137","5817","0.003999591","1355.0","0.0039696693","23.0"
"California","2021-05-23","3777406","62928","0.0022164583","8354.0","0.0039405823","247.0"
"Colorado","2021-05-23","540406","6649","0.010699749","5721.0","0.008799911","58.0"
"Connecticut","2021-05-23","346325","8212","0.0039075613","1348.0","0.0047718287","39.0"
"Delaware","2021-05-23","108365","1659","0.012690783","1358.0","0.0048455","8.0"
"District of Columbia","2021-05-23","48748","1127","0.0041817427","203.0","0.006250024","7.0"
"Florida","2021-05-23","2310327","36473","0.00799787","18331.0","0.0110605955","399.0"
